id,fund_manager,fund,fund_all_names,e_vote,s_vote,g_vote,e_support,s_support,g_support,fund_is_esg,sum_votes
170,2,SPDR(R) S&P(R) INTERNATIONAL MID CAP ETF,['SPDR(R) S&P(R) INTERNATIONAL MID CAP ETF'],28,14,22,0,1.5625,3.125,0,64
374,0,iShares Edge MSCI USA Momentum Factor Index Fund,['iShares Edge MSCI USA Momentum Factor Index Fund'],3,31,30,0,0,12.5,0,64
90,2,SPDR S&P Kensho Smart Mobility ETF,"['SPDR Kensho Smart Transportation ETF', 'SPDR Kensho Smart Mobility ETF', 'SPDR S&P Kensho Smart Mobility ETF']",9,23,32,0,1.5625,28.125,0,64
94,2,SPDR S&P Kensho New Economies Composite ETF,['SPDR S&P Kensho New Economies Composite ETF'],2,29,33,3.125,13.28125,25.78125,0,64
221,0,BlackRock Fundamental Growth Principal Protected Fund,['BlackRock Fundamental Growth Principal Protected Fund'],6,24,34,0,3.125,32.8125,0,64
158,2,SPDR(R) S&P(R) International Small Cap ETF,['SPDR(R) S&P(R) International Small Cap ETF'],7,17,40,2.34375,2.34375,7.03125,0,64
358,0,BlackRock Advantage Small Cap Core Fund,"['BlackRock Disciplined Small Cap Core Fund', 'BlackRock Advantage Small Cap Core Fund']",7,14,43,0,1.5625,46.875,0,64
287,1,Vanguard Value Index Fund,['Vanguard Value Index Fund'],6,16,43,3.846153846,10,26.15384615,0,65
292,1,Vanguard International Growth Fund,['Vanguard International Growth Fund'],15,24,28,5.223880597,2.985074627,2.985074627,0,67
241,2,Direxion All Cap Insider Sentiment Shares,['Direxion All Cap Insider Sentiment Shares'],7,29,31,7.462686567,25.37313433,35.82089552,0,67
400,2,LVIP Blended Large Cap Growth Managed Volatility Fund,"['LVIP Janus Capital Appreciation Fund', 'LVIP UBS Large Cap Growth RPM Fund', 'LVIP UBS Large Cap Growth Managed Volatility Fund', 'LVIP Blended Large Cap Growth Managed Volatility Fund']",6,32,30,0,0,29.41176471,0,68
53,2,SPDR(R) S&P(R) Biotech ETF,['SPDR(R) S&P(R) Biotech ETF'],6,17,45,5.147058824,3.676470588,19.85294118,0,68
367,0,iShares Russell Small/Mid-Cap Index Fund,"['BlackRock Small/Mid Cap Index Fund', 'iShares Russell Small/Mid-Cap Index Fund']",19,6,44,0,0,33.33333333,0,69
382,1,Vanguard Pacific Stock Index Fund,['Vanguard Pacific Stock Index Fund'],37,16,18,0,0,4.225352113,0,71
76,2,SPDR Russell Small Cap Completeness(R) ETF,['SPDR Russell Small Cap Completeness(R) ETF'],9,11,51,7.746478873,7.746478873,42.25352113,0,71
100,0,BlackRock Event Driven Equity Fund,"['BlackRock Large Cap Core Plus Fund', 'BlackRock Event Driven Equity Fund']",13,25,36,1.351351351,0,9.459459459,0,74
220,0,BlackRock Basic Value Principal Protected Fund,['BlackRock Basic Value Principal Protected Fund'],4,19,51,0,5.405405405,37.83783784,0,74
203,2,SPDR Solactive Japan ETF,"['SPDR MSCI Japan Quality Mix ETF', 'SPDR MSCI Japan StrategicFactors ETF', 'SPDR Solactive Japan ETF']",45,11,19,4.666666667,0.666666667,4.666666667,0,75
370,0,iShares Edge MSCI Multifactor USA Index Fund,"['BlackRock Multifactor USA Index Fund', 'iShares Edge MSCI Multifactor USA Index Fund']",10,28,42,1.25,0,7.5,0,80
56,2,SPDR(R) S&P(R) Aerospace & Defense ETF,['SPDR(R) S&P(R) Aerospace & Defense ETF'],2,26,55,2.409638554,6.024096386,10.84337349,0,83
383,1,Vanguard FTSE All-World ex-US Index Fund,['Vanguard FTSE All-World ex-US Index Fund'],28,38,20,0,1.162790698,1.162790698,0,86
66,2,SPDR(R) S&P(R) Health Care Services ETF,['SPDR(R) S&P(R) Health Care Services ETF'],8,33,46,6.896551724,14.94252874,13.79310345,0,87
211,2,SPDR S&P North American Natural Resources ETF,['SPDR S&P North American Natural Resources ETF'],37,32,21,22.77777778,12.77777778,7.222222222,0,90
361,0,BlackRock Alternative Capital Strategies Fund,['BlackRock Alternative Capital Strategies Fund'],16,43,31,0,0,2.222222222,0,90
328,2,State Street Dynamic Small Cap Fund,"['SSgA Small Cap Fund', 'SSgA Dynamic Small Cap Fund', 'SSGA Dynamic Small Cap Fund', 'State Street Dynamic Small Cap Fund']",16,16,59,8.241758242,12.63736264,37.91208791,0,91
248,2,State Street Risk Aware Portfolio,['State Street Risk Aware Portfolio'],28,32,32,7.065217391,6.52173913,8.695652174,0,92
41,2,SPDR(R) S&P Capital Markets ETF,"['SPDR(R) KBW Capital Markets ETF', 'SPDR(R) S&P Capital Markets ETF']",8,51,33,0.543478261,13.58695652,10.32608696,0,92
261,0,BlackRock U.S. Equity Factor Rotation ETF,['BlackRock U.S. Equity Factor Rotation ETF'],5,49,38,2.173913043,1.086956522,11.95652174,0,92
58,2,SPDR(R) S&P(R) Pharmaceuticals ETF,['SPDR(R) S&P(R) Pharmaceuticals ETF'],5,36,51,2.173913043,5.97826087,2.717391304,0,92
377,0,iShares Edge MSCI USA Value Factor Index Fund,['iShares Edge MSCI USA Value Factor Index Fund'],16,31,47,1.063829787,0,4.255319149,0,94
336,0,BLACKROCK MID CAP GROWTH EQUITY PORTFOLIO,['BLACKROCK MID CAP GROWTH EQUITY PORTFOLIO'],22,22,50,1.063829787,1.063829787,34.04255319,0,94
212,2,SPDR MSCI EAFE Fossil Fuel Reserves Free ETF,['SPDR MSCI EAFE Fossil Fuel Reserves Free ETF'],50,28,17,0.526315789,0,6.842105263,0,95
60,2,SPDR(R) S&P(R) Telecom ETF,['SPDR(R) S&P(R) Telecom ETF'],3,49,43,1.052631579,9.473684211,11.57894737,0,95
126,0,iShares MSCI ACWI ex U.S. ETF,"['iShares MSCI ACWI ex US Index Fund', 'iShares MSCI ACWI ex U.S. ETF']",9,11,75,0,0,2.105263158,0,95
233,2,Direxion Daily Financial Bull 3X Shares,['Direxion Daily Financial Bull 3X Shares'],14,47,39,7,32,28,0,100
52,2,SPDR(R) S & P 600 Small Cap Growth ETF,"['SPDR(R) Dow Jones Small Cap Growth ETF', 'SPDR(R) S & P 600 Small Cap Growth ETF']",20,10,73,10.19417476,4.368932039,44.17475728,0,103
218,2,SPDR MSCI Japan StrategicFactors Currency Hedged ETF,['SPDR MSCI Japan StrategicFactors Currency Hedged ETF'],69,17,18,0.480769231,0,3.846153846,0,104
392,0,"BLACKROCK UTILITIES & TELECOMMUNICATIONS FUND, INC.","['BLACKROCK UTILITIES & TELECOMMUNICATIONS FUND, INC.']",22,15,67,0.961538462,0,30.76923077,0,104
98,2,State Street International Developed Equity Index Portfolio,['State Street International Developed Equity Index Portfolio'],52,35,18,0.476190476,0.476190476,6.19047619,0,105
51,2,SPDR(R) S & P 600 Small Cap ETF,"['SPDR(R) Dow Jones Small Cap ETF', 'SPDR(R) S & P 600 Small Cap ETF']",15,11,82,8.796296296,3.703703704,57.87037037,0,108
288,1,Vanguard Growth Index Fund,['Vanguard Growth Index Fund'],31,9,70,8.181818182,4.545454545,25.45454545,0,110
334,1,Vanguard Capital Value Fund,['Vanguard Capital Value Fund'],6,48,61,0,7.826086957,6.086956522,0,115
31,2,The Materials Select Sector SPDR Fund,"['Materials Select Sector SPDR Fund', 'The Materials Select Sector SPDR Fund']",24,37,56,6.837606838,10.68376068,14.95726496,0,117
20,1,Vanguard U.S. Multifactor ETF,['Vanguard U.S. Multifactor ETF'],6,50,61,0,2.564102564,12.82051282,0,117
348,0,BLACKROCK CAPITAL APPRECIATION PORTFOLIO,['BLACKROCK CAPITAL APPRECIATION PORTFOLIO'],13,44,63,0,2.5,25,0,120
177,2,SPDR(R) S&P(R) International Financial Sector ETF,['SPDR(R) S&P(R) International Financial Sector ETF'],3,42,76,0,0.826446281,2.892561983,0,121
3,1,Vanguard Global Minimum Volatility Fund,['Vanguard Global Minimum Volatility Fund'],21,52,49,0.819672131,3.278688525,9.016393443,0,122
75,2,SPDR SSGA US Small Cap Low Volatility Index ETF,"['SPDR Russell 2000 Low Volatility ETF', 'SPDR SSGA US Small Cap Low Volatility Index ETF']",22,21,85,7.421875,5.859375,49.609375,0,128
214,2,SPDR MSCI EAFE StrategicFactors Currency Hedged ETF,['SPDR MSCI EAFE StrategicFactors Currency Hedged ETF'],67,41,22,1.153846154,0,4.230769231,0,130
61,2,SPDR(R) S&P(R) Transportation ETF,['SPDR(R) S&P(R) Transportation ETF'],10,40,81,4.961832061,13.35877863,26.71755725,0,131
81,2,SPDR FactSet Innovative Technology ETF,['SPDR FactSet Innovative Technology ETF'],6,62,65,1.503759398,9.77443609,36.09022556,0,133
192,2,SPDR S&P Global Dividend ETF,['SPDR S&P Global Dividend ETF'],29,38,66,6.015037594,3.007518797,4.135338346,0,133
7,1,Vanguard Russell 2000 Growth Index Fund,['Vanguard Russell 2000 Growth Index Fund'],16,23,95,3.731343284,5.223880597,47.01492537,0,134
64,2,SPDR(R) S&P(R) Software & Services ETF,"['SPDR(R) S&P(R) Computer Software ETF', 'SPDR(R) S&P(R) Software & Services ETF']",9,62,66,1.459854015,12.40875912,25.54744526,0,137
49,2,SPDR(R) S & P 400 Mid Cap Growth ETF,"['SPDR(R) Dow Jones Mid Cap Growth ETF', 'SPDR(R) S & P 400 Mid Cap Growth ETF']",27,28,85,10,9.285714286,30.35714286,0,140
152,2,STATE STREET U.S. VALUE SPOTLIGHT FUND,['STATE STREET U.S. VALUE SPOTLIGHT FUND'],15,66,60,3.191489362,5.673758865,4.964539007,0,141
96,1,Vanguard Windsor II Fund,['Vanguard Windsor II Fund'],20,56,69,0,0.689655172,3.448275862,0,145
294,0,"BLACKROCK FOCUS VALUE FUND, INC.","['BLACKROCK FOCUS VALUE FUND, INC.']",13,56,79,0,3.378378378,22.2972973,0,148
389,1,Equity Income Portfolio,['Equity Income Portfolio'],34,52,64,4.666666667,7.666666667,3.333333333,0,150
390,1,Mid-Cap Index Portfolio,['Mid-Cap Index Portfolio'],21,51,87,6.289308176,6.918238994,15.09433962,0,159
40,2,SPDR(R) S&P Bank ETF,"['SPDR(R) KBW Bank ETF', 'SPDR(R) S&P Bank ETF']",8,78,79,1.515151515,10.3030303,7.575757576,0,165
253,2,State Street Defensive Global Equity Portfolio,"['State Street Global Managed Volatility Portfolio', 'State Street Disciplined Global Equity Portfolio', 'State Street Defensive Global Equity Portfolio']",22,74,84,1.111111111,7.5,7.222222222,0,180
326,2,SSGA Enhanced Small Cap Fund,"['SSgA Enhanced Small Cap Fund', 'SSGA Enhanced Small Cap Fund']",35,26,122,10.92896175,6.284153005,44.26229508,0,183
355,0,BlackRock Commodity Strategies Fund,"['BlackRock Commodity Strategies Portfolio', 'BlackRock Commodity Strategies Fund']",65,75,45,1.621621622,0.540540541,4.864864865,0,185
150,2,STATE STREET DISCIPLINED U.S. EQUITY FUND,['STATE STREET DISCIPLINED U.S. EQUITY FUND'],26,85,79,2.105263158,6.842105263,8.421052632,0,190
402,0,BlackRock Mid Cap Dividend Fund,"['BlackRock Mid Cap Value Opportunities Fund', 'BlackRock Mid Cap Dividend Fund']",36,51,120,0.483091787,0.483091787,26.08695652,0,207
372,0,iShares Edge MSCI Min Vol USA Index Fund,"['BlackRock Min Vol USA Index Fund', 'iShares Edge MSCI Min Vol USA Index Fund']",20,109,85,0.46728972,1.869158879,7.009345794,0,214
33,2,The Utilities Select Sector SPDR Fund,"['Utilities Select Sector SPDR Fund', 'The Utilities Select Sector SPDR Fund']",65,65,86,8.333333333,15.74074074,7.407407407,0,216
174,2,SPDR(R) S&P(R) International Utilities Sector ETF,['SPDR(R) S&P(R) International Utilities Sector ETF'],161,29,28,2.064220183,0.688073394,2.293577982,0,218
263,0,"BLACKROCK BASIC VALUE FUND, INC.","['BLACKROCK BASIC VALUE FUND, INC.']",32,82,106,0.909090909,0.909090909,4.545454545,0,220
83,2,SPDR Russell 1000 Yield Focus ETF,"['SPDR Russell 1000 Core Yield ETF', 'SPDR Russell 1000 Yield Focus ETF']",51,76,97,8.705357143,16.29464286,18.75,0,224
185,2,SPDR(R) S&P(R) Global Natural Resources ETF,"['SPDR(R) S&P(R) Global Natural Resources ETF (GNR)', 'SPDR(R) S&P(R) Global Natural Resources ETF']",80,85,60,11.33333333,9.333333333,7.777777778,0,225
160,2,SPDR(R) S&P GLOBAL INFRASTRUCTURE ETF,"['SPDR(R) FTSE/MACQUARIE GLOBAL INFRASTRUCTURE 100 ETF', 'SPDR(R) S&P GLOBAL INFRASTRUCTURE ETF']",104,46,77,10.35242291,7.268722467,6.167400881,0,227
247,2,SSGA MFS SYSTEMATIC VALUE EQUITY PORTFOLIO,"['SSgA MFS SYSTEMATIC VALUE EQUITY PORTFOLIO', 'SSGA MFS SYSTEMATIC VALUE EQUITY PORTFOLIO']",45,98,84,11.01321586,17.62114537,15.85903084,0,227
246,2,SSGA MFS SYSTEMATIC GROWTH EQUITY PORTFOLIO,"['SSgA MFS SYSTEMATIC GROWTH EQUITY PORTFOLIO', 'SSGA MFS SYSTEMATIC GROWTH EQUITY PORTFOLIO']",25,107,97,4.80349345,20.96069869,25.32751092,0,229
245,2,SSGA MFS SYSTEMATIC CORE EQUITY PORTFOLIO,"['SSgA MFS SYSTEMATIC CORE EQUITY PORTFOLIO', 'SSGA MFS SYSTEMATIC CORE EQUITY PORTFOLIO']",36,110,86,7.327586207,17.67241379,17.24137931,0,232
16,0,"BLACKROCK GLOBAL GROWTH FUND, INC.","['BLACKROCK GLOBAL GROWTH FUND, INC.']",39,83,110,0.431034483,3.017241379,19.82758621,0,232
162,2,SPDR(R) RUSSELL/NOMURA PRIME(TM) JAPAN ETF,['SPDR(R) RUSSELL/NOMURA PRIME(TM) JAPAN ETF'],142,28,67,1.898734177,0.632911392,4.219409283,0,237
59,2,SPDR(R) S&P(R) Retail ETF,['SPDR(R) S&P(R) Retail ETF'],39,72,132,4.526748971,10.08230453,26.13168724,0,243
50,2,SPDR(R) S & P 400 Mid Cap Value ETF,"['SPDR(R) Dow Jones Mid Cap Value ETF', 'SPDR(R) S & P 400 Mid Cap Value ETF']",59,37,147,14.40329218,7.613168724,29.83539095,0,243
44,2,SPDR(R) S&P(R) Dividend ETF,['SPDR(R) S&P(R) Dividend ETF'],51,89,104,8.196721311,7.991803279,10.86065574,0,244
330,2,SSgA Core Edge Equity Fund,['SSgA Core Edge Equity Fund'],26,82,137,2.857142857,6.93877551,8.163265306,0,245
86,2,SPDR SSGA Gender Diversity Index ETF,['SPDR SSGA Gender Diversity Index ETF'],40,106,102,2.822580645,9.475806452,13.50806452,0,248
5,1,Vanguard Russell 1000 Growth Index Fund,['Vanguard Russell 1000 Growth Index Fund'],37,102,123,2.480916031,9.541984733,8.015267176,0,262
224,0,BLACKROCK MANAGED INCOME PORTFOLIO,['BLACKROCK MANAGED INCOME PORTFOLIO'],33,83,148,0,0.757575758,23.10606061,0,264
118,0,iShares MSCI KLD 400 Social ETF,"['iShares FTSE KLD 400 Social Index Fund', 'iShares MSCI KLD 400 Social Index Fund', 'iShares MSCI KLD 400 Social ETF']",24,72,171,6.367041199,23.59550562,62.17228464,0,267
349,0,BLACKROCK HEALTH SCIENCES OPPORTUNITIES PORTFOLIO,['BLACKROCK HEALTH SCIENCES OPPORTUNITIES PORTFOLIO'],24,86,158,0,0.746268657,13.43283582,0,268
78,2,SPDR S&P 500(R) Buyback ETF,['SPDR S&P 500(R) Buyback ETF'],35,113,123,2.58302583,14.02214022,9.594095941,0,271
306,2,State Street Core Value Equity V.I.S. Fund,"['Core Value Equity Fund', 'State Street Core Value Equity V.I.S. Fund']",37,108,129,0,0,10.58394161,0,274
26,2,The Consumer Staples Select Sector SPDR Fund,"['Consumer Staples Select Sector SPDR Fund', 'The Consumer Staples Select Sector SPDR Fund']",82,106,87,4.909090909,9.272727273,12.36363636,0,275
28,2,The Financial Select Sector SPDR Fund,"['Financial Select Sector SPDR Fund', 'The Financial Select Sector SPDR Fund']",28,131,118,4.512635379,9.566787004,8.122743682,0,277
240,2,Direxion NASDAQ-100(R) Equal Weighted Index Shares,['Direxion NASDAQ-100(R) Equal Weighted Index Shares'],33,111,142,11.53846154,22.72727273,46.5034965,0,286
57,2,SPDR(R) S&P(R) Oil & Gas Exploration & Production ETF,['SPDR(R) S&P(R) Oil & Gas Exploration & Production ETF'],122,104,63,16.26297578,10.89965398,7.612456747,0,289
29,2,The Health Care Select Sector SPDR Fund,"['Health Care Select Sector SPDR Fund', 'The Health Care Select Sector SPDR Fund']",18,88,185,2.920962199,6.872852234,13.57388316,0,291
14,2,State Street Institutional U.S. Equity Fund,"['U.S. Equity Fund', 'State Street Institutional U.S. Equity Fund']",38,129,131,0,0.33557047,8.389261745,0,298
376,0,iShares Edge MSCI USA Size Factor Index Fund,['iShares Edge MSCI USA Size Factor Index Fund'],52,121,127,1.666666667,1.333333333,8.333333333,0,300
85,2,SPDR Russell 1000 Low Volatility Focus ETF,"['SPDR Russell 1000 Core Low Volatility ETF', 'SPDR Russell 1000 Low Volatility Focus ETF']",57,110,137,5.427631579,14.14473684,16.61184211,0,304
37,2,SPDR(R) S & P 600 Small Cap Value ETF,"['SPDR(R) Dow Jones Small Cap Value ETF', 'SPDR(R) S & P 600 Small Cap Value ETF']",39,38,229,7.189542484,4.248366013,41.33986928,0,306
403,0,"BLACKROCK ADVANTAGE GLOBAL FUND, INC.","['BLACKROCK GLOBAL SMALLCAP FUND, INC.', 'BLACKROCK ADVANTAGE GLOBAL FUND, INC.']",26,117,168,0.321543408,0.964630225,14.46945338,0,311
340,0,BLACKROCK HIGH EQUITY INCOME FUND,"['BLACKROCK U.S. OPPORTUNITIES EQUITY PORTFOLIO', 'BLACKROCK U.S. OPPORTUNITIES PORTFOLIO', 'BLACKROCK HIGH EQUITY INCOME FUND']",42,69,203,0.955414013,0.636942675,24.84076433,0,314
343,0,BLACKROCK ALL-CAP ENERGY & RESOURCES PORTFOLIO,['BLACKROCK ALL-CAP ENERGY & RESOURCES PORTFOLIO'],122,109,86,1.892744479,1.261829653,9.463722397,0,317
140,2,State Street Global Equity ex-U.S. Index Portfolio,['State Street Global Equity ex-U.S. Index Portfolio'],134,96,98,2.43902439,1.219512195,2.591463415,0,328
32,2,The Technology Select Sector SPDR Fund,"['Technology Select Sector SPDR Fund', 'The Technology Select Sector SPDR Fund']",21,158,155,1.19760479,10.32934132,14.37125749,0,334
113,0,iShares MSCI USA ESG Select ETF,"['iShares FTSE KLD Select Social Index Fund', 'iShares MSCI USA ESG Select Social Index Fund', 'iShares MSCI USA ESG Select ETF']",35,102,200,7.121661721,27.89317507,56.08308605,0,337
388,1,Capital Growth Portfolio,['Capital Growth Portfolio'],37,148,153,1.331360947,9.319526627,5.621301775,0,338
2,1,Vanguard High Dividend Yield Index Fund,['Vanguard High Dividend Yield Index Fund'],69,136,136,3.372434018,8.651026393,4.105571848,0,341
351,0,BLACKROCK ADVANTAGE INTERNATIONAL FUND,"['BLACKROCK GLOBAL OPPORTUNITIES PORTFOLIO', 'BLACKROCK ADVANTAGE INTERNATIONAL FUND']",64,133,145,0.292397661,0,11.40350877,0,342
27,2,The Energy Select Sector SPDR Fund,"['Energy Select Sector SPDR Fund', 'The Energy Select Sector SPDR Fund']",138,113,94,16.95652174,12.31884058,7.391304348,0,345
43,2,SPDR(R) NYSE Technology ETF,"['SPDR(R) Morgan Stanley Technology ETF', 'SPDR(R) NYSE Technology ETF']",27,170,169,1.639344262,10.24590164,24.04371585,0,366
278,0,BlackRock Advantage U.S. Total Market V.I. Fund,"['BlackRock Value Opportunities V.I. Fund', 'BlackRock Advantage U.S. Total Market V.I. Fund']",47,131,188,0.546448087,1.366120219,18.30601093,0,366
15,2,State Street Institutional U.S. Large-Cap Core Equity Fund,"['Core Value Equity Fund', 'U.S. Large-Cap Core Equity Fund', 'State Street Institutional U.S. Large-Cap Core Equity Fund']",46,151,175,1.075268817,2.822580645,10.48387097,0,372
272,1,VANGUARD EXPLORER FUND,['VANGUARD EXPLORER FUND'],68,66,238,4.97311828,5.913978495,28.89784946,0,372
